ra_degrees,dec_degrees,magnitude
67.27885535,-13.04836725,5.61
67.50249474,83.34013144,5.47
67.53555351,15.63789864,5.58
67.63987124,16.19407556,4.78
67.65541066,13.72445018,5.4
67.66177772,15.69193829,5.47
67.66803902,-35.65358006,5.95
67.70874038,-44.95374351,5.07
67.96945612,-0.04399115,4.91
68.00767912,53.91084467,5.78
68.15642848,-3.20950026,5.76
68.37758981,72.52882555,5.94
68.3776229,-29.76583186,4.49
68.39208243,-62.82363051,5.79
68.46189659,14.84448749,4.65
68.47804057,-6.73889608,5.71
68.49882684,-55.04500559,3.3
68.53448353,5.56863495,5.67
68.54850732,-8.23135939,5.2
68.54913224,-8.96998497,5.24
68.65830037,28.96120368,5.88
68.88779874,-30.56231049,3.81
68.91347315,10.16091706,4.25
68.98000195,16.50976164,0.87
69.07975243,-3.352448,3.93
69.10096877,64.26162001,5.91
69.17264013,41.26485467,4.25
69.1903235,-62.07698129,5.59
69.30698431,0.99832711,5.32
69.40044421,-2.47339212,5.22
69.53906817,16.03338888,5.78
69.53917371,12.51087423,4.27
69.54529558,-14.303587,3.86
69.56599361,20.68474222,5.85
69.72330721,-12.12307828,4.99
69.77542864,7.87098753,5.38
69.78832206,15.80003442,5.08
69.81854938,15.9180242,4.67
69.83182532,-14.35888729,5.46
69.97786313,53.07957406,5.07
69.99180673,53.47323647,5.36
70.01424281,12.19764088,5.45
70.02852595,-24.48241131,5.56
70.11039135,-19.67125686,4.32
70.14092957,-41.86357034,4.44
70.33223225,28.61506693,5.73
70.35037233,48.30098864,5.66
70.45865407,38.28042013,5.97
70.51435953,-37.14476616,5.04
70.56126452,22.95697545,4.27
70.69356887,-50.48141805,5.3
70.72624534,43.36526451,5.3
70.76644496,-70.93111187,5.53
70.7888076,-30.76539538,5.66
70.83999357,49.97382624,5.86
70.89469925,-8.79424587,5.98
71.02215847,-8.50357425,5.78
71.033124,-18.66654311,5.53
71.08799653,-59.73284052,5.28
71.10737323,11.14616933,5.39
71.26729443,-21.28334113,5.72
71.37558764,-3.25462465,4.01
71.50708664,11.70560822,5.35
71.56993252,18.73486237,5.99
71.68529906,40.31268034,5.99
71.90088443,-16.93486728,5.49
72.00090298,56.75753919,5.29
72.13553607,-16.32958093,5.76
72.1508432,-5.67343877,5.77
72.20942983,75.94154357,5.96
72.30347923,31.43762493,5.57
72.32941395,32.58826794,5.84
72.45890935,6.96124744,3.19
72.47777728,37.48818131,4.89
72.54828803,-16.21728342,5.03
72.65300943,8.90025258,4.35
72.73077622,-53.46172112,5.58
72.7890157,48.74075831,5.64
72.80152507,5.60510146,3.68
72.84338884,18.83994085,5.08
72.86749463,-34.906232,5.82
73.02153945,63.50564999,5.47
73.13318214,14.25077828,4.71
73.15833005,36.70319636,4.79
73.19619789,27.89757233,5.97
73.19902284,42.58662591,5.68
73.2236682,-5.45275591,4.36
73.34481369,2.50826491,5.33
73.51254425,66.34266029,4.26
73.5628985,2.44067149,3.71
73.69544409,11.42597336,5.18
73.69914124,7.77916325,5.33
73.71128549,0.46717846,5.98
73.7237672,10.15114511,4.64
73.7630908,55.25912955,5.52
73.77841969,-16.74064825,5.71
73.79641541,-74.93700232,5.47
73.82767537,-16.41785525,5.71
73.95898357,15.04030639,5.79
74.02948687,52.86971717,5.75
74.09300449,13.51457755,4.06
74.10078852,-5.17135066,5.5
74.24840098,33.16613537,2.69
74.32175175,53.75208289,4.43
74.34311423,17.1537068,5.51
74.45268983,23.94858492,5.79
74.53906826,25.05052129,5.79
74.63709525,1.71403506,4.47
74.71244667,-82.47052255,5.84
74.75599103,-16.37633681,5.65
74.81406425,37.8904824,4.93
74.96017027,-10.26299266,5.39
74.98213784,-12.5372045,4.78
75.07644704,39.39470389,5.95
75.08632052,81.19402107,5.09
75.35649111,-20.05188078,4.91
75.35977051,-7.17397802,4.8
75.45979252,0.72216704,5.91
75.49222507,43.82331397,3.03
75.54069171,-26.27484321,5.01
75.59503803,-31.77154017,5.92
75.61950025,41.07588953,3.69
75.67918703,-71.31432608,5.3
75.68726911,-22.79508768,5.74
75.68904194,-4.2101255,5.86
75.70302244,-49.15147328,5.37
75.77376699,21.5900617,4.62
75.854572,60.44228144,4.03
75.97189741,-24.38805735,5.61
76.10129897,-35.48287057,4.55
76.1422432,15.40418059,4.65
76.24146891,-49.57783014,5.05
76.31745462,-26.15223983,5.71
76.36521705,-22.37085673,3.19
76.37787652,-57.47298928,4.71
76.53524887,58.97239085,5.22
76.62356728,61.1699407,6.0
76.62862102,41.23464074,3.18
76.66940952,51.59814314,4.98
76.69019503,-4.65516319,5.12
76.853675,-12.49100914,5.97
76.86115023,18.64500711,4.91
76.89171306,-63.39957018,5.19
76.95178565,20.41845485,5.28
76.96264146,-5.08626282,2.78
76.97030487,8.49857348,5.33
76.98097847,21.70483596,5.84
77.02759284,24.26518765,5.5
77.08411634,-8.66527389,5.8
77.18194475,-4.45624625,5.11
77.28659571,-8.75407607,4.25
77.33168451,9.82959768,5.43
77.42483084,15.59727157,4.81
77.43773063,28.03060835,5.93
77.6786286,46.96243511,5.67
77.82970507,-2.49078592,5.89
77.84521813,-11.84922715,5.6
77.92317268,16.04565766,5.18
77.93896,1.03705465,5.88
78.07453075,-11.86914287,4.45
78.0935395,73.94674435,5.44
78.20048421,-6.05711381,5.9
78.2328046,-16.20542901,3.29
78.30785422,-12.94128833,4.36
78.32283171,2.86125346,4.46
78.35721486,38.48467394,4.82
78.43927858,-67.18534976,4.81
78.62015802,-35.97703069,5.75
78.63446353,-8.20163919,0.18
78.68355139,5.15612934,5.5
78.85152247,-26.94343723,5.06
78.85171534,32.6875699,5.01
79.01724675,11.34136954,5.52
79.0756354,34.31221188,5.99
79.17206517,45.99902927,0.08
79.37093064,-34.89438961,4.81
79.40166225,-6.84438616,3.59
79.41769273,-13.51970778,5.48
79.54395049,33.37200411,4.54
79.55521962,73.26813649,5.81
79.56534453,42.79218517,5.55
79.7093162,-18.13019946,5.96
79.7500805,33.74846576,5.38
79.78365993,40.10066732,4.69
79.79678985,2.59593601,5.34
79.81912416,22.09669104,4.96
79.84214072,-50.60652008,5.44
79.84869643,-27.3688642,5.98
79.89385817,-13.17677698,4.29
79.99596151,-12.31560456,5.29
80.00383769,33.95806265,5.05
80.0611822,41.08633916,5.46
80.0942273,62.65371666,5.64
80.11213225,-21.23973932,4.7
80.30286824,29.56988462,5.66
80.38268211,-0.41649397,5.68
80.43150654,8.42856342,5.78
80.4406153,-0.38246922,4.72
80.44278196,-24.77294996,5.06
80.45168832,41.80466344,5.22
80.64073869,79.23075701,5.08
80.7083388,3.54444809,4.99
80.70968545,41.02925326,5.54
80.82713053,-8.41558811,5.99
80.85001902,-39.67843559,5.73
80.86594376,57.54453138,5.24
80.8756493,-13.92734983,5.25
80.92628584,-0.15981294,5.69
80.98681839,-7.80795569,4.13
81.10545973,17.38355205,5.0
81.11861918,-16.97574213,5.64
81.11923774,-2.39713844,3.35
81.12046283,-0.89166902,5.07
81.16052742,31.14316298,5.94
81.16309201,37.38537514,5.02
81.18677704,1.84644611,4.89
81.25725926,-10.3288454,5.6
81.28278416,6.34973451,1.64
81.49926259,-19.69535296,5.78
81.57290804,28.60787346,1.65
81.58032066,-58.91259871,5.14
81.70334709,34.39182774,5.92
81.70928405,3.09567718,4.59
81.77215841,-40.94377328,5.86
81.78446999,30.20861412,5.69
81.79203649,17.96226766,5.4
81.9086835,21.93698219,4.88
81.91203061,34.47598643,5.08
81.94002438,15.87410386,5.52
82.00666898,17.23924182,5.77
82.06135971,-20.75923214,2.81
82.06386207,-37.2309313,5.56
82.31871986,25.15030596,5.47
82.3487568,-3.44637074,5.8
82.43325647,-1.09217557,4.71
82.47822116,1.78926104,5.77
82.53942437,-47.07733403,5.46
82.54254026,63.06723206,5.43
82.60905551,15.3605429,5.93
82.69603301,5.94821792,4.2
82.70270666,41.462078,5.99
82.7817652,-20.86355455,5.53
82.8030645,-35.47043592,3.86
82.81054942,3.2921351,5.46
82.89995202,-45.92540473,5.86
82.96942437,-76.3416634,5.18
82.98275119,-7.30152625,4.62
83.00166562,-0.2990934,2.25
83.0531302,18.59424525,4.32
83.05893591,17.05815445,5.5
83.1723102,-1.59183293,5.34
83.18197584,32.1920314,4.71
83.18255798,-17.82229227,2.58
83.21407027,-38.51334582,5.45
83.24801962,-64.22751422,5.34
83.280485,-35.13930773,5.75
83.38102882,-1.15607162,5.36
83.3817907,18.54023092,5.67
83.40631813,-62.48985585,3.76
83.4761883,14.30559209,5.6
83.51689842,-1.47020476,5.92
83.5699587,3.76693355,5.32
83.68659342,-73.74136684,5.79
83.70515764,9.48958528,4.39
83.75419279,-6.00926927,5.67
83.76117163,-6.00202867,4.78
83.78449043,9.93416294,3.39
83.80516163,10.24010204,5.6
83.81439488,-33.08000909,5.76
83.81592896,-5.38731536,4.98
83.81860863,-5.38969624,5.13
83.84541591,-5.41606331,4.98
83.84650694,-4.83834045,4.58
83.85825475,-5.90989984,2.75
83.86300222,24.03963793,5.37
83.91452109,-4.8560862,5.24
84.05338572,-1.20191725,1.69
84.14677009,54.42868426,5.74
84.14872314,-6.06475248,5.71
84.22637775,9.291412,4.09
84.26545679,17.0404091,5.53
84.2681311,11.03504389,5.97
84.28663598,-80.4716745,5.65
84.28682553,26.92452823,5.83
84.41118447,21.14259299,2.97
84.43601282,-28.68979391,5.28
84.50463493,7.54145541,5.87
84.65821979,-6.57395768,5.96
84.65874822,30.49244147,5.4
84.68136124,-40.70735801,5.81
84.68652211,-2.60006791,3.77
84.72121589,-7.21270844,4.77
84.79644123,4.12146667,4.5
84.8263042,29.21523028,5.98
84.87980519,-3.56470944,5.99
84.91224975,-34.07404941,2.65
84.93413604,25.89714891,5.18
84.95771446,-32.62913912,5.44
85.18968672,-1.94257841,1.74
85.21131577,-1.12878569,4.95
85.27328514,0.33768602,5.93
85.32381426,16.53418318,4.84
85.5581599,-22.37373687,5.88
85.56329561,-34.66793677,5.29
85.61020131,65.6977014,5.62
85.61943491,1.47466498,4.9
85.72461574,-6.79631491,5.97
85.84024542,-18.55744324,5.73
86.11656241,-22.44748663,3.59
86.19341279,-65.7355408,4.34
86.47520331,49.82628283,5.46
86.49955386,-32.30637997,5.18
86.61402516,-46.59722012,5.31
86.62653944,56.11571824,5.93
86.64566124,1.16853796,5.95
86.68955602,15.82250445,6.0
86.71731027,9.52249963,5.78
86.73895728,-14.82194717,3.55
86.80478979,14.48842452,5.72
86.82118054,-51.06671329,3.85
86.85915586,17.7291527,5.47
86.92877017,13.89963175,5.28
86.93911641,-9.66960186,2.07
87.000966,6.4542102,5.26
87.14543446,-4.09408727,5.97
87.25399777,24.56755473,4.88
87.29358126,39.18113322,4.51
87.38726446,12.65136584,4.89
87.4023119,-14.48354987,5.49
87.45656999,-56.1664886,4.5
87.47295636,-22.97192372,5.87
87.47313958,-66.9012309,5.1
87.51115293,9.87122224,5.79
87.554418,4.42349901,5.96
87.56999717,-79.36152292,5.46
87.62043148,14.30569894,5.54
87.62510583,2.02471682,5.97
87.72174399,-52.1086873,5.16
87.7398034,-35.76929225,3.12
87.74213255,27.96783335,5.6
87.7600428,37.30568175,4.72
87.82980343,-20.87751376,3.76
87.84159736,-7.51800251,5.36
87.87246934,39.14847936,3.97
88.03221102,-9.04197853,5.95
88.08409189,-57.15600008,5.93
88.09292572,14.17179382,5.6
88.0975381,19.86785634,5.96
88.11017813,1.8551579,4.76
88.13817716,-37.63099079,5.62
88.2786848,-33.8014395,4.88
88.33184814,27.61228536,4.56
88.52458376,-63.09102096,4.65
88.59618305,20.27641498,4.39
88.68160633,-11.77426082,5.62
88.68349348,0.96861499,5.99
88.70878524,-52.63607272,5.29
88.71160776,55.7069049,4.96
88.71872485,-39.95790952,5.55
88.73619396,19.74962409,5.92
88.74093802,59.88841219,5.2
88.74591834,31.70193276,5.9
88.79287161,7.40703634,0.45
88.87454313,-37.12060931,4.97
88.87564797,-4.61649597,5.87
89.05915111,-22.84005515,5.95
89.08726177,-31.38245487,5.52
89.10132627,-14.16803805,3.71
89.11681496,9.50941963,5.97
89.20578119,11.52119572,5.89
89.38421613,-35.28330688,4.36
89.49857371,25.95391597,4.81
89.60182982,1.83712742,5.89
89.65648606,-44.03458558,5.81
89.70658741,0.55297359,5.21
89.72184012,12.80825741,5.7
89.76794851,-9.55813955,5.04
89.78662719,-42.81510761,3.96
89.84076564,49.9245461,5.9
89.88145972,54.28498197,3.72
89.88237261,44.94743492,1.9
89.93015897,37.21276409,2.65
89.98375587,45.93675346,4.3
90.01393918,-3.07407681,4.53
90.20499138,-51.21655276,5.65
90.24399472,47.90197432,5.71
90.31789213,-33.91177131,5.54
90.42938625,48.95946915,5.98
90.46010757,-10.59793918,4.92
90.59579323,9.64736756,4.12
90.81483793,-26.28475048,5.03
90.86400112,19.69061033,5.14
90.9799315,20.13845865,4.64
91.0300689,23.26363207,4.16
91.05626466,-6.7089502,5.19
91.08448552,-32.17272393,5.65
91.16736258,-45.07954967,5.93
91.24244795,5.41997005,5.67
91.24316628,4.15867686,5.63
91.24638576,-16.48442713,4.92
91.26425064,42.9819855,5.9
91.36258158,-10.24265912,5.88
91.36320378,-35.51368651,5.8
91.52304862,-29.75852227,5.79
91.53889172,-14.93528629,4.67
91.53900939,-66.03968885,5.72
91.63376334,-23.11077641,5.46
91.64620701,38.48277233,5.35
91.66141788,-4.1938248,5.37
91.7396542,-21.81229045,5.74
91.76401174,-62.15441128,5.04
91.76528547,-34.31202171,5.82
91.88180046,-37.25292114,5.0
91.89300774,14.76852318,4.42
91.92345906,-19.16600403,5.28
91.97028171,-42.1540013,5.5
92.18476724,-68.84345717,5.06
92.24111381,-22.42728352,5.49
92.24126844,2.49972675,5.7
92.38517315,22.19027415,5.93
92.39389063,-14.58469045,5.56
92.4332724,23.11346966,5.75
92.44961008,-22.77449062,5.71
92.49581101,58.93564864,5.35
92.54341638,-40.35396993,5.54
92.55918047,-74.7525279,5.08
92.574638,-54.96866057,4.72
92.64452684,-27.15420421,5.72
92.81256272,-65.58970507,5.01
92.88460504,24.42037914,5.83
92.90241065,48.71112468,5.78
92.96590078,-6.55028276,5.06
92.98498656,14.20881425,4.45
93.00557898,19.79057155,5.76
93.01365054,16.13044684,4.95
93.08387494,32.69338941,5.78
93.21271986,65.71849922,5.36
93.47601857,-3.74142288,5.83
93.61910415,17.90637842,5.86
93.65294439,-4.56846315,5.83
93.71223277,19.15688949,5.2
93.71390194,-6.27472737,3.99
93.71956952,22.50682376,3.31
93.78500463,-20.27226037,5.88
93.78523916,13.85107261,5.91
93.82379533,-18.47701325,5.99
93.84473576,29.49871224,4.32
93.85469568,16.14320591,5.34
93.8735826,-4.91463574,5.99
93.89315534,-0.51165873,5.62
93.91878235,59.99903422,5.37
93.93699498,-13.71838696,5.0
93.93735931,12.55107067,5.44
94.03206851,-16.61800865,5.97
94.11070845,12.2717103,5.04
94.13806399,-35.14073157,4.37
94.14833028,-39.26434877,6.0
94.25512509,-37.7376495,5.54
94.27756971,9.94253598,5.39
94.28988535,-37.25344284,5.88
94.31770235,5.09969578,5.7
94.42388578,-16.81591325,5.15
94.47846658,61.51529221,5.01
94.55721559,-19.96699189,5.51
94.71075178,-9.38996323,5.36
94.71158258,69.3200343,4.76
94.74573891,-20.92562047,5.79
94.90579498,59.01090518,4.44
94.92063879,-34.39659537,5.76
94.92833719,-7.82291023,5.27
94.9983516,-2.94449028,4.91
95.0176158,14.65116899,5.67
95.07827982,-30.06337656,3.02
95.15099685,-34.14419295,5.55
95.35299081,-11.77324372,5.48
95.44211705,53.45239515,5.34
95.52852147,-33.43627251,3.85
95.65176776,12.57031541,6.0
95.65929247,-69.98412773,5.56
95.6749475,-17.95591658,1.98
95.73278618,-56.3699207,5.6
95.73996302,22.51385027,2.87
95.94207368,4.59283881,4.39
95.98297443,-25.57752992,5.61
95.98787763,-52.69571799,-0.62
96.0042457,-36.70789674,5.62
96.04313846,-11.53000982,5.21
96.05783068,-60.28139797,5.78
96.22459158,49.28789903,4.92
96.31836214,-0.94535265,5.88
96.36937934,-69.69078672,5.37
96.43189775,-48.17684903,5.76
96.60776525,56.2850437,5.53
96.66496281,-1.50726444,5.87
96.70366348,58.41741346,5.21
96.76723213,-58.00210529,5.82
96.80733207,0.29926632,5.19
96.8149602,-0.27598684,5.55
96.83531772,2.90825624,5.55
96.98988336,-4.76214677,5.06
97.04257272,-32.58012947,4.47
97.14203636,30.49306993,5.75
97.15587229,-17.46603282,5.76
97.16351878,-32.37129738,5.74
97.20447548,-7.03305042,3.76
97.24079361,20.2121672,4.13
97.36891553,-56.85284448,5.2
97.45469519,-50.23895882,5.28
97.51241701,46.68553561,5.88
97.54700158,-10.08150589,5.92
97.69288857,-27.7695891,5.92
97.69642228,58.16345682,5.86
97.80457202,-35.25886111,5.82
97.82591372,-51.82620719,5.58
97.84591544,-12.39190922,5.16
97.9512018,11.5443434,5.22
97.95861449,-8.15818115,5.43
97.96403433,-23.41843727,4.34
97.99296524,-58.75384073,5.69
98.08010878,4.85599529,5.88
98.08888798,-37.69651376,5.25
98.0963736,-5.86871833,5.6
98.11334517,32.45494059,5.82
98.16241008,-32.03045378,5.73
98.22595658,7.33297921,4.47
98.40072046,14.15537477,5.57
98.40800314,-1.22011054,5.09
98.45621385,-36.23226731,5.42
98.64720407,-32.71626113,5.62
98.74411397,-52.97563454,4.35
98.76408302,-22.96483318,4.54
98.80025751,28.02234399,5.26
98.81595606,0.89022204,5.78
98.82331871,9.98835403,5.93
98.85093436,-36.77993005,5.59
99.09524032,-18.65994454,5.71
99.13682373,38.4455521,5.4
99.14720939,-5.21110831,5.52
99.17082883,-19.25570928,3.95
99.19416835,-13.32097688,5.95
99.30767433,-36.99068388,5.72
99.40999549,56.85750718,5.87
99.42350092,61.48190031,5.94
99.42792641,16.39941482,1.93
99.44029869,-43.19592394,3.17
99.44809882,-32.33989066,5.25
99.47260802,-18.23745713,4.42
99.59591342,28.98439129,5.76
99.65680209,-48.22023129,5.05
99.66480928,39.3911153,5.7
99.70494411,39.90258791,5.34
99.81965168,-14.14574673,4.82
99.83261264,42.48901214,4.8
99.92777365,-30.47002424,5.7
99.94885571,12.98280259,5.99
100.01211946,-80.81372235,5.61
100.12015519,77.9957971,5.75
100.13434964,71.74875988,5.88
100.24442101,9.89576021,4.66
100.27268782,0.4953354,5.79
100.48485939,-9.16742468,5.21
100.60134402,17.64551421,5.2
100.77086794,44.52452351,5.04
100.91102453,3.93253483,5.88
100.98304088,25.13115531,3.06
100.99705857,13.22814319,4.49
101.11862078,-31.07053787,5.23
101.18943633,28.97098912,5.42
101.28854105,-16.71314306,-1.44
101.3226398,12.89605513,3.35
101.34616795,-31.79292174,5.92
101.37996161,-30.94899076,5.62
101.47383863,-52.40971351,5.81
101.49750507,-14.79608441,5.3
101.55896951,59.44169108,4.86
101.56028979,79.56627808,5.44
101.63507823,8.5871691,5.92
101.66259605,-10.10736196,5.66
101.68474593,43.57702483,5.24
101.70622699,57.1692705,5.34
101.7128908,-14.42599569,5.28
101.7195573,-51.2654494,5.39
101.82795802,-55.54004918,5.6
101.83268467,8.03728277,4.77
101.83919491,-37.92967246,5.27
101.90509833,-8.99850109,5.08
101.91491974,48.78946087,5.22
101.96523679,2.41218914,4.48
102.04807134,-61.94197988,3.24
102.05096806,55.70444959,5.54
102.07953302,-1.31883901,5.75
102.24057628,-15.14471091,5.39
102.31839228,-2.27202783,5.75
102.42224358,32.60687904,5.72
102.45768904,16.20291318,5.87
102.46027285,-32.50848752,3.5
102.46381712,-53.62249221,4.41
102.47757095,-46.61547007,5.14
102.48390349,-50.61439973,2.94
102.59072133,-17.08455798,5.77
102.597291,-31.70609416,5.74
102.60624923,13.41319516,5.68
102.69151315,41.78156548,4.99
102.70757903,-0.54042726,5.78
102.71812209,-34.36732059,4.99
102.7378672,67.57192306,5.14
102.86241294,-70.96347336,5.41
102.88770733,21.76123162,5.28
102.92687429,-36.230126,5.94
103.00004886,23.60174256,5.68
103.1972503,33.96136985,3.6
103.2061973,8.38044841,5.75
103.27109036,59.44865494,5.34
103.32851233,-19.03277877,5.65
103.38712732,-20.22426366,4.82
103.42600463,68.88829173,5.11
103.53314518,-24.18422296,3.89
103.54783633,-12.03859273,4.08
103.60273751,-1.1269609,5.44
103.66080771,13.17801628,4.73
103.76140934,-20.40485094,5.8
103.82787799,25.37563643,5.74
103.90582904,-20.13659348,4.66
103.94554133,-22.9414495,5.29
104.0276949,-14.04344644,5.0
104.03427636,-17.05424675,4.36
104.0666214,-48.72116448,4.94
104.10767805,9.95659959,5.9
104.13358487,46.27398621,5.85
104.14366809,-79.42018913,5.45
104.23387146,46.70553754,5.88
104.25223594,33.68103629,5.91
104.31916052,58.42305973,4.35
104.39153761,-24.63105594,5.45
104.40468738,45.09410202,4.9
104.60460729,-34.11172588,5.07
104.64959747,-25.41416976,5.59
104.65644451,-28.97208931,1.5
104.73761182,3.60236429,5.96
104.96074141,-67.91701197,5.18
105.0160332,76.97744152,4.55
105.06593512,16.07900547,5.73
105.09900277,-8.40682482,5.95
105.21460498,-51.4026336,5.14
105.27478853,-25.21564581,5.64
105.33914914,70.80833421,5.69
105.42979876,-27.93484165,3.49
105.48497076,-5.72208135,5.22
105.5728766,15.33606893,5.78
105.6032693,24.21544652,5.2
105.60634028,17.7554551,5.96
105.63872677,16.674465,5.86
105.72824798,-4.23923814,4.99
105.75613986,-23.83330131,3.02
105.8129557,-59.17813539,5.5
105.82470567,9.13834729,5.96
105.87647681,29.33909345,5.93
105.90863811,10.95184577,5.14
105.93955493,-15.63325876,4.11
105.97356647,-49.58425759,4.92
105.98916816,-43.60898397,5.56
106.01169961,-42.33745341,5.2
106.02187558,-5.323971,5.63
106.02723079,20.57029939,4.01
106.07632905,-56.7497313,5.14
106.32654307,22.63748109,6.0
106.4125041,9.18583678,5.78
106.54845981,34.47408682,5.55
106.6698695,-11.29401875,5.41
106.77952459,-40.8932956,5.8
106.80542082,-51.9683879,5.96
106.84338053,34.00936165,5.94
106.8441212,-23.84073435,5.75
106.95618723,7.47129491,5.74
107.0918432,15.93092642,5.47
107.09785853,-26.39320776,1.83
107.1764228,-70.49734046,5.68
107.18676883,-70.49919435,3.78
107.21281817,-39.65567374,4.83
107.3890235,-16.23450762,6.0
107.42928078,-25.23104384,5.69
107.55700787,-4.23763568,4.91
107.5805277,-27.4915246,5.46
107.69791141,-48.93257706,5.12
107.78496505,30.24528065,4.41
107.84616679,26.85666896,5.75
107.84846508,-0.30190562,5.44
107.91371845,39.32054373,4.91
107.92337859,-20.88311563,5.84
107.96608486,-0.49278056,4.15
108.0509095,-25.94260947,5.91
108.06592133,-40.49877843,5.3
108.10762542,-36.54439953,5.94
108.10994955,24.12870291,5.85
108.14058722,-46.75956448,4.49
108.27998092,-11.2513606,5.77
108.30571289,-45.18252474,4.87
108.34277923,16.15906775,5.07
108.34747243,51.42871249,5.46
108.35003994,-22.67414589,5.99
108.38429537,-44.64052957,4.42
108.54529505,-3.90175914,5.8
108.56340179,-26.35251617,4.42
108.56467751,-9.94753938,5.9
108.58360689,3.11142128,5.36
108.63604311,12.11586588,5.71
108.65893526,-48.27192832,4.75
108.67476926,24.88520186,5.84
108.69177379,-46.84967225,5.72
108.70275679,-26.77268601,4.01
108.7132841,-27.03792355,5.58
108.73812657,-41.42641755,5.95
108.83783435,-30.68647453,5.36
108.83861519,-52.49951781,5.96
108.91423401,7.97773709,5.78
108.93009963,-10.58360286,5.95
108.95880519,47.24041621,5.54
108.97924939,59.63809569,5.2
108.98823076,27.89742666,5.75
109.06075146,-15.58565483,5.46
109.06446675,-46.77461104,5.64
109.13273708,-38.31894033,5.81
109.14583928,-27.88127313,4.66
109.153487,-23.31560155,4.83
109.20589876,-36.59264813,5.03
109.20762844,-67.95717248,3.97
109.28568399,-37.09748689,2.71
109.39050118,52.13111463,5.93
109.50927066,40.88336298,5.87
109.51773775,-43.98677255,5.86
109.52336162,16.54047526,3.58
109.57667037,-36.7339666,4.65
109.63324602,49.46474619,5.0
109.63966607,-39.21030701,5.24
109.65913632,-36.74274935,5.11
109.66825335,-24.55870761,4.88
109.67703283,-24.95438447,4.37
109.71366298,-26.58587077,5.29
109.84321714,2.74071985,5.9
109.86700585,-16.39491266,5.7
109.94837319,7.14309133,5.91
110.0307889,21.98233941,3.5
110.08940661,-52.3118825,5.5
110.16172862,-52.08592527,5.38
110.22882941,-26.9638516,6.0
110.24288294,-14.36048847,5.59
110.26808505,-25.89167605,5.87
110.32308085,45.22817039,5.74
110.48708081,20.44371648,5.09
110.51120175,36.76063782,5.12
110.51448965,0.17712559,5.99
110.55637515,-19.01658444,4.94
110.60582057,-5.98280807,5.83
110.71692703,55.28146955,5.8
110.75292901,-31.92379021,5.4
110.8689755,25.05060041,5.04
110.87072892,-27.83428348,5.37
110.88291983,-32.20207858,5.41
111.02377104,-29.30311979,2.45
111.03529509,40.67244066,5.23
111.13935024,27.63781901,5.77
111.16745993,-16.20142374,5.18
111.18278416,-31.80892621,5.35
111.23782838,51.88734396,5.8
111.24245464,11.66955984,5.37
111.28515547,-13.75197556,5.79
111.35530599,-25.2177645,5.79
111.40911866,-79.09420265,5.54
111.41207798,9.27611835,4.99
111.43198371,27.79828561,3.78
111.46334907,-5.77495377,5.98
111.59106537,-51.01849597,5.09
111.67696453,-34.14070792,5.9
111.67858726,49.21164489,4.61
111.73470421,20.25758199,5.94
111.74786303,-23.08603328,5.65
111.78329832,-17.86486511,5.6
111.78780121,8.28940893,2.89
111.92891065,-22.85919757,5.98
111.93497685,21.44554856,5.2
111.96526084,-11.55686168,5.79
111.99653073,-29.1559018,5.55
112.00865288,6.94207694,5.22
112.04095607,8.92550376,4.33
112.21316505,-31.84841156,5.95
112.21452104,48.18403758,5.7
112.27050532,-31.45622952,5.78
112.27379583,-38.8121049,5.41
112.27754045,31.78407932,4.16
112.3078263,-43.30189129,3.25
112.32781398,-1.90530704,5.6
112.33526392,28.1184038,5.07
112.34212843,-10.326657,5.75
112.35670842,-7.55147431,5.86
112.44909205,12.00661101,4.55
112.4532548,27.91619925,5.01
112.4642256,-23.02429924,4.85
112.48273588,49.67266207,5.35
112.49893731,-52.65128759,5.87
112.62877606,-54.39943169,5.95
112.67754202,-30.96228313,4.65
112.71958057,68.465727,5.63
112.76866761,82.41156871,4.92
112.95154548,17.08622915,5.45
113.02423825,-8.88091851,5.9
113.0247923,1.91448227,5.24
113.29074012,-24.71078019,5.84
113.2986465,3.29027472,5.59
113.33145749,-19.41235409,5.64
113.4020791,15.82669239,5.27
113.44986614,-14.52390109,4.82
113.46270622,-36.33840157,5.42
113.51335813,-22.29618077,4.44
113.56622524,3.37173632,5.83
113.57780754,-23.47366319,5.06
113.64510631,-27.01244868,5.78
113.65001898,31.88863645,1.58
113.78673794,30.9609101,5.34
113.8455718,-28.36927798,4.65
113.91541745,-52.53380809,4.93
113.98071783,26.89600343,4.06
114.01623979,-14.49277322,5.66
114.13190951,46.18036783,5.66
114.14487545,5.86210427,5.89
114.17099481,-19.70235325,5.69
114.18302388,-48.8301697,5.69
114.1960282,55.75515475,5.93
114.31971063,-4.1110225,5.14
114.34216663,-34.96857044,4.53
114.47449454,48.7739115,5.93
114.57519746,-25.36478805,4.69
114.57588221,-48.60144811,5.68
114.63681646,35.04848403,5.58
114.68293452,-36.49684165,5.78
114.70783872,-26.8038924,3.8
114.79148501,34.58463287,4.89
114.82724194,5.22750767,0.4
114.86397492,-38.3080602,4.84
114.86912974,17.67451551,5.04
114.93262285,-38.1393281,5.73
114.94951052,-38.26067563,5.76
114.99163231,-37.57941274,5.99
115.05638028,-19.66089028,5.92
115.06134304,38.34456671,5.77
115.09671685,-15.26385208,4.98
115.12954787,87.02015634,5.05
